"StudentID","Age","Gender","Ethnicity","ParentalEducation","StudyTimeWeekly","Absences","Tutoring","ParentalSupport","Extracurricular","Sports","Music","Volunteering","GPA","GradeClass"
1081,17,"Male","Other","High School",1.01014941664564,6,0,"Low",0,1,0,0,2.07469997678133,"D"
1082,18,"Female","Asian","Some College",0.877621767374872,25,0,"Moderate",0,0,0,0,0.500508035804656,"E"
1083,15,"Female","African American","High School",14.4074642546441,7,0,"None",1,1,0,0,2.53243841758767,"C"
1084,18,"Male","Asian","High School",8.88959955955582,16,0,"Low",0,1,0,0,1.4633780357857,"E"
1085,17,"Female","Caucasian","Some College",5.12584750738435,12,0,"High",1,1,0,0,2.34283677319186,"D"
1086,17,"Female","Asian","Bachelor's",3.8082699204982,23,0,"High",0,0,0,0,1.1588463344506,"E"
1087,16,"Female","Caucasian","High School",13.3990698171844,20,1,"Low",1,0,1,1,1.52374874473373,"E"
1088,15,"Male","Asian","High School",0.00803088050679745,27,0,"Low",0,0,1,0,0,"E"
1089,18,"Male","Caucasian","High School",16.1178233839371,22,0,"None",1,0,1,0,1.05862201444399,"E"
1090,16,"Male","Asian","High School",1.58499212259858,10,0,"Moderate",0,0,1,1,2.22974018417477,"D"
1091,18,"Male","Other","High School",3.82979229816239,26,0,"Low",0,0,0,1,0.194743280745515,"E"
1092,18,"Female","Caucasian","Some College",7.72472790598179,0,0,"Moderate",1,1,0,0,3.50692007136921,"A"
1093,16,"Male","Caucasian","Some College",9.69717479432207,1,1,"High",0,0,0,0,3.55228694335094,"A"
1094,16,"Male","Other","Some College",7.09990231627884,16,1,"High",0,1,0,0,2.23849135429023,"D"
1095,16,"Female","Caucasian","High School",6.41424329968588,4,0,"Low",1,1,0,0,2.70847234385688,"C"
1096,16,"Female","Asian","Bachelor's",19.2783202414638,29,0,"High",0,0,0,1,0.732908233901387,"E"
1097,16,"Female","African American","High School",12.8315936248679,29,0,"Very High",0,0,1,0,0.96548244530453,"E"
1098,18,"Male","Caucasian","Some College",0.468659107347764,5,0,"Moderate",0,1,0,0,2.55523285993809,"C"
1099,16,"Male","Caucasian","Bachelor's",8.60351816888626,25,0,"Moderate",1,0,1,1,0.744322299921236,"E"
1100,15,"Male","Caucasian","High School",17.5001739948794,24,0,"Moderate",0,0,0,0,0.722056581395191,"E"
1101,17,"Female","Asian","High School",6.02912372821336,23,1,"Low",1,1,0,1,1.27122952983734,"E"
1102,16,"Female","Caucasian","Bachelor's",1.89112689548776,6,0,"High",1,0,1,1,2.52614214142023,"C"
1103,16,"Male","African American","High School",15.1676954317984,27,0,"High",1,1,0,0,0.942415395359523,"E"
1104,18,"Female","Caucasian","Some College",12.1202766387216,20,1,"Moderate",0,1,0,0,1.51563909839502,"E"
1105,16,"Female","African American","None",11.4062501565301,29,0,"High",1,0,0,0,0.648273926708192,"E"
1106,16,"Female","Asian","Some College",1.07153119214816,14,0,"High",0,1,1,1,2.04885008213886,"D"
1107,16,"Male","Other","High School",2.80998019591035,18,0,"None",1,0,0,1,0.842295999257139,"E"
1108,18,"Female","Caucasian","None",12.4509879242623,15,0,"Low",0,1,0,0,1.46418792369065,"E"
1109,16,"Female","Asian","Some College",4.15647682917672,24,1,"High",1,1,0,0,1.4879468651698,"E"
1110,17,"Male","Asian","High School",10.0814015949685,12,1,"Very High",0,0,0,0,2.58756579637063,"C"
1111,18,"Male","African American","High School",10.8976337205879,4,1,"High",0,0,0,0,3.22080697819487,"B"
1112,17,"Female","Other","None",5.67014380541879,2,1,"Very High",0,0,1,0,3.54515943180031,"A"
1113,18,"Female","Caucasian","High School",18.9685031108299,2,0,"Moderate",0,0,0,0,3.08959895307465,"B"
1114,16,"Male","Caucasian","High School",16.8492821367115,18,1,"Low",0,1,1,0,1.91995643991821,"E"
1115,17,"Male","Asian","None",14.447470152656,13,1,"Moderate",0,0,0,0,2.19859318458696,"D"
1116,18,"Female","Caucasian","Bachelor's",1.55987732818818,15,0,"None",0,0,0,1,0.878212616762777,"E"
1117,15,"Female","Asian","None",2.12260038618039,21,0,"High",1,0,1,0,1.34036864751241,"E"
1118,16,"Female","Asian","Some College",9.85562691729911,16,0,"Very High",0,0,0,0,1.81951133571391,"E"
1119,18,"Female","Caucasian","High School",3.21426698381971,26,0,"High",0,1,0,0,0.619350931467534,"E"
1120,15,"Male","Asian","High School",19.5653092705895,3,0,"Moderate",1,0,1,1,3.61946086969352,"A"
1121,18,"Female","Caucasian","Bachelor's",3.17040468054819,12,1,"Low",1,1,0,0,2.17490279620988,"D"
1122,15,"Female","African American","High School",9.74935670927948,7,1,"Low",0,1,1,0,2.97440601491104,"C"
1123,16,"Male","African American","Higher",7.28242113683011,18,0,"Moderate",0,0,0,0,0.980735843748803,"E"
1124,17,"Female","Other","High School",12.787728429082,4,0,"High",0,0,0,0,3.10167380901511,"B"
1125,15,"Male","Caucasian","Some College",2.5807281777885,1,1,"Moderate",1,0,1,0,3.49825734177332,"B"
1126,18,"Female","Caucasian","Some College",8.60632856084782,14,0,"Very High",1,0,0,0,2.59055344505298,"C"
1127,16,"Female","African American","Bachelor's",5.49410065614287,1,0,"High",1,0,0,0,3.53500375818432,"A"
1128,15,"Male","Asian","Some College",17.7550304934338,10,1,"Low",0,1,0,0,2.81992174529319,"C"
1129,18,"Male","African American","Some College",0.811714242693902,12,1,"Low",1,1,0,0,2.01659677451766,"D"
1130,18,"Female","Caucasian","High School",18.2745498801292,22,1,"High",0,0,0,0,1.37118503889172,"E"
1131,18,"Female","Caucasian","High School",16.65988277106,9,0,"Low",0,0,0,0,2.1047955879699,"D"
1132,15,"Female","Caucasian","Bachelor's",5.95141432881631,2,0,"High",0,0,0,0,3.03043908869652,"B"
1133,15,"Male","Asian","High School",15.7858130935421,4,1,"Moderate",0,1,0,0,3.58242187231196,"A"
1134,15,"Female","Caucasian","High School",0.624271206774951,2,0,"Low",1,0,0,0,2.42654670603925,"D"
1135,17,"Male","Caucasian","Some College",19.3373110058679,5,1,"Moderate",1,0,0,0,3.16143627025836,"B"
1136,15,"Male","Other","High School",10.5318988517958,12,0,"Moderate",1,0,0,0,2.12263852962887,"D"
1137,15,"Female","Caucasian","Higher",6.06562052130891,9,0,"High",0,1,0,0,2.20486058099732,"D"
1138,15,"Male","Other","Some College",7.25166425189354,18,0,"None",1,0,1,1,1.18298750049805,"E"
1139,17,"Female","African American","Some College",1.32810706920995,7,0,"High",1,0,0,0,2.7387957163436,"C"
1140,15,"Female","Asian","Bachelor's",19.7869902808408,17,1,"High",0,0,0,0,2.2379013009826,"D"
1141,18,"Female","Caucasian","None",0.785838903013849,2,0,"High",1,0,0,0,3.13948154638039,"B"
1142,15,"Female","Caucasian","High School",13.0981424629572,23,1,"None",1,1,0,0,1.0460447710801,"E"
1143,18,"Female","Asian","Some College",8.85471855412917,23,1,"High",0,0,0,0,0.816458245213799,"E"
1144,18,"Male","Asian","High School",18.9783243637743,16,0,"Moderate",1,0,1,0,2.03354462052118,"D"
1145,18,"Male","Asian","Some College",4.9199948061359,7,1,"Moderate",1,1,0,0,2.43207852278224,"D"
1146,17,"Female","Caucasian","Bachelor's",10.6417364787602,9,0,"High",1,0,0,0,2.6597713195279,"C"
1147,17,"Female","Asian","Some College",9.64712417165506,1,1,"Moderate",1,0,0,1,3.58888793976501,"A"
1148,17,"Male","Asian","High School",14.057328881002,11,0,"High",0,1,0,0,2.314587627811,"D"
1149,15,"Male","African American","Higher",1.36020463904841,22,0,"Low",1,1,0,1,1.00722582021403,"E"
1150,18,"Male","Asian","Some College",3.8757826004671,5,0,"High",1,0,0,0,2.88161232146052,"C"
1151,17,"Male","Asian","Some College",4.291296401857,1,0,"Low",0,1,1,0,2.80450492891169,"C"
1152,17,"Female","African American","High School",14.7630150968338,20,1,"High",0,1,0,0,1.76292112409987,"E"
1153,15,"Female","Caucasian","Bachelor's",3.7827739265348,22,0,"Very High",1,0,0,1,1.11991126295732,"E"
1154,17,"Male","Caucasian","Some College",11.4698352778195,23,0,"Moderate",0,0,0,0,1.03065750571988,"E"
1155,15,"Female","Caucasian","Some College",4.30487641001907,2,0,"Moderate",1,0,0,0,3.07561935366143,"B"
1156,16,"Male","Caucasian","Bachelor's",17.2324990016796,16,1,"High",1,1,0,0,2.63143406512442,"C"
1157,17,"Female","Caucasian","High School",18.8437090897928,28,0,"None",0,1,1,1,0.503066907327914,"E"
1158,16,"Male","Caucasian","Some College",10.3698594988448,6,0,"Moderate",0,0,0,0,2.78423783714282,"C"
1159,15,"Female","Caucasian","Bachelor's",7.04617768418357,28,0,"Moderate",0,0,0,0,0.247626765086563,"E"
1160,18,"Male","Caucasian","High School",4.68115550034998,20,0,"High",0,0,0,1,1.18954876961879,"E"
1161,17,"Male","Asian","Some College",0.995620030460875,4,1,"High",1,0,0,1,3.37599400880284,"B"
1162,15,"Female","Other","Bachelor's",5.37000152394991,22,1,"High",0,0,0,0,1.29357355644595,"E"
1163,18,"Male","Caucasian","Some College",13.0847155989064,0,1,"High",0,0,1,1,3.71858690428696,"A"
1164,18,"Female","Other","Some College",10.6723386261842,7,0,"High",1,0,0,0,2.67055961481983,"C"
1165,16,"Female","African American","Bachelor's",18.8808255656185,11,1,"Moderate",1,0,0,0,2.36964801344962,"D"
1166,15,"Male","Caucasian","Bachelor's",7.92554524983401,13,0,"Moderate",0,1,0,0,1.62448682022215,"E"
1167,18,"Female","Caucasian","High School",13.8772668465679,15,1,"Moderate",1,1,0,0,2.53747682781436,"C"
1168,17,"Female","African American","None",9.78645494950243,9,0,"Very High",0,1,0,0,2.29841792850948,"D"
1169,17,"Female","Asian","Some College",10.2515243184842,14,0,"High",1,0,0,0,2.25980415049612,"D"
1170,16,"Female","Asian","Some College",5.35548629208235,20,0,"Moderate",0,1,0,0,1.32134330086988,"E"
1171,18,"Female","Caucasian","Some College",9.09901553683999,23,0,"High",0,1,0,0,0.949974228123857,"E"
1172,15,"Male","Caucasian","Some College",9.41569994025414,25,0,"Moderate",1,0,0,1,0.818786616073051,"E"
1173,17,"Female","Caucasian","High School",14.1328504349787,14,1,"High",0,0,0,0,2.33922451275359,"D"
1174,18,"Female","Caucasian","Some College",18.8127999837223,9,0,"Moderate",0,1,0,0,2.68277628796337,"C"
1175,18,"Female","Caucasian","High School",6.58642554965009,20,1,"Low",1,0,0,0,1.54383747108562,"E"
1176,16,"Female","Caucasian","Some College",0.844009371625969,27,0,"High",1,0,0,0,0.196901104823622,"E"
1177,17,"Female","Asian","Some College",9.92590251001279,6,0,"High",0,0,0,0,2.74861025744808,"C"
1178,17,"Male","Other","High School",10.8892266429834,25,1,"Moderate",1,0,1,0,1.10489378769994,"E"
1179,15,"Female","Caucasian","High School",3.36881102263831,2,0,"Moderate",1,0,0,0,2.55343981144394,"C"
1180,17,"Male","Other","Some College",15.2092921255213,1,0,"High",1,0,0,1,3.27423345880988,"B"
1181,15,"Male","Caucasian","Some College",19.6985821688298,5,1,"High",0,0,0,0,3.18606037803891,"B"
1182,17,"Male","Caucasian","High School",18.9154943401692,20,0,"High",1,0,0,0,1.72211575024059,"E"
1183,16,"Male","Caucasian","Higher",3.94212077647304,8,0,"Moderate",1,1,0,0,2.33804635759037,"D"
1184,17,"Female","African American","Some College",17.5072647980152,9,1,"Very High",1,1,0,0,3.27399874843434,"B"
1185,15,"Male","Other","Higher",14.0898727282337,3,0,"High",0,0,0,0,2.99350239120528,"C"
1186,15,"Male","African American","Some College",9.07693127613823,26,1,"High",1,0,0,0,0.896397899023395,"E"
1187,16,"Female","Caucasian","Some College",10.8122198864946,2,0,"High",0,0,0,0,2.9610552588036,"C"
1188,17,"Female","African American","Bachelor's",16.9920034996492,8,0,"Low",1,0,0,0,2.6743510954521,"C"
1189,17,"Female","Caucasian","Some College",9.60269879276746,23,0,"None",1,1,0,0,1.21787315133337,"E"
1190,16,"Male","Asian","Some College",7.46414738210254,21,1,"High",0,0,0,0,1.36559111032951,"E"
1191,17,"Female","African American","High School",9.86494986051972,16,0,"Moderate",0,0,0,1,1.52227484468543,"E"
1192,17,"Female","Caucasian","Some College",11.582596080701,13,1,"High",0,0,0,0,2.2314023973705,"D"
1193,15,"Male","African American","High School",3.78155307556698,9,0,"Moderate",1,0,0,0,2.13526635489009,"D"
1194,17,"Female","African American","High School",18.0181546053398,12,0,"Moderate",0,0,0,0,2.25569891496315,"D"
1195,17,"Female","Caucasian","None",13.4837389765923,11,1,"Low",1,0,1,0,2.7511457876117,"C"
1196,16,"Female","African American","None",12.6653783467498,26,0,"High",1,1,0,0,0.897634158616404,"E"
1197,16,"Female","Caucasian","Higher",1.98992452361276,0,0,"Low",1,0,0,1,3.1173544347855,"B"
1198,18,"Male","Asian","High School",12.0834787634518,27,0,"High",1,0,1,0,1.28759513125801,"E"
1199,15,"Female","Asian","Some College",2.41921324476985,21,0,"Moderate",0,0,0,0,0.571053098033026,"E"
1200,17,"Female","Asian","Bachelor's",1.57395350390798,28,0,"High",1,0,0,0,0.581355799494972,"E"
1201,17,"Male","African American","Some College",10.5462179128479,18,0,"Low",0,0,1,0,1.64346240407396,"E"
1202,18,"Female","African American","High School",8.0557106809299,18,0,"Low",0,0,0,0,1.23484404078202,"E"
1203,17,"Male","Caucasian","Some College",11.7762054031245,5,0,"High",0,1,0,1,2.96809361957976,"C"
1204,15,"Female","Asian","Some College",1.78444336114477,12,0,"Moderate",1,0,0,0,2.00929847972232,"D"
1205,18,"Male","Caucasian","Some College",8.61966125694517,18,0,"Low",1,0,0,0,1.14608603412959,"E"
1206,15,"Male","Caucasian","Some College",3.49573430090316,12,1,"Very High",0,0,0,0,2.19236319785529,"D"
1207,18,"Male","Caucasian","Higher",19.7420017184823,26,1,"Low",1,0,0,0,0.94573087329995,"E"
1208,18,"Male","Caucasian","Some College",11.2230042487035,25,0,"Moderate",1,0,0,0,0.56725002849029,"E"
1209,16,"Female","African American","High School",13.7487372188173,21,0,"Low",0,0,0,0,0.970764347092829,"E"
1210,15,"Male","Caucasian","Some College",6.50836561365216,20,1,"Moderate",1,0,1,1,1.65606012550047,"E"
1211,17,"Female","Asian","None",1.89477829558688,3,0,"Moderate",0,0,1,0,2.83931324915603,"C"
1212,17,"Male","Caucasian","Bachelor's",19.5174172556707,23,0,"Low",0,0,1,1,0.189818059909026,"E"
1213,15,"Male","Caucasian","High School",5.72518070766366,1,0,"High",1,0,0,0,3.25829468502287,"B"
1214,17,"Male","African American","High School",8.47616370347149,14,1,"Moderate",0,0,0,0,1.9200558526589,"E"
1215,17,"Female","Caucasian","Bachelor's",12.9972784340515,11,0,"High",0,0,0,0,2.02177149436938,"D"
1216,15,"Male","Caucasian","Some College",0.493945953722226,29,1,"Low",1,0,0,0,0.12593307462495,"E"
1217,18,"Female","Asian","High School",16.2051826103457,26,1,"Moderate",1,0,0,0,1.28701341239023,"E"
1218,15,"Female","Caucasian","Some College",10.7315638005724,6,0,"None",1,0,1,0,2.59142670322931,"C"
1219,18,"Female","Asian","Bachelor's",5.56434374137644,19,1,"High",0,0,0,0,1.4633796485356,"E"
1220,17,"Female","Caucasian","High School",1.23215970584938,17,0,"High",0,0,0,0,1.46554938643381,"E"
1221,17,"Female","Caucasian","Bachelor's",3.24996830948883,22,0,"High",1,1,0,1,1.71046683770953,"E"
1222,17,"Female","Asian","None",17.9006771770687,12,0,"Moderate",0,1,0,1,2.28850568525223,"D"
1223,16,"Female","Caucasian","Some College",13.7204844787178,16,0,"High",0,0,1,0,1.96096884865323,"E"
1224,18,"Female","Caucasian","Bachelor's",4.9980344327378,3,0,"High",0,0,0,0,2.62162332627734,"C"
1225,16,"Female","Caucasian","High School",1.31201529890059,24,0,"None",1,0,0,0,0.768316385983667,"E"
1226,16,"Male","Caucasian","Some College",13.8123062477327,13,0,"Low",0,0,1,0,1.80640634540581,"E"
1227,15,"Male","Asian","High School",11.4481545193553,19,0,"Moderate",0,0,0,0,0.88186635307777,"E"
1228,16,"Male","Caucasian","Some College",8.0903904891647,27,0,"High",0,1,0,0,0.817068220656347,"E"
1229,15,"Male","Asian","Some College",7.27222898380128,12,1,"None",0,0,0,0,1.44613252770197,"E"
1230,15,"Male","Asian","Some College",4.33628551858217,2,0,"High",0,1,0,0,3.33909436220031,"B"
1231,16,"Female","Caucasian","High School",13.3922251307504,25,0,"Moderate",0,0,0,0,0.819625477947445,"E"
1232,18,"Female","Other","High School",19.4133605558774,25,0,"Moderate",0,0,0,0,0.676817973111282,"E"
1233,18,"Female","Caucasian","None",3.51430491673652,17,0,"Low",0,1,0,1,1.38954487446497,"E"
1234,18,"Female","Other","High School",11.9423324003101,13,0,"Moderate",0,1,0,1,1.99150841402518,"E"
1235,18,"Female","Caucasian","Some College",8.48370111491952,14,0,"None",0,1,0,0,1.63986755041461,"E"
1236,18,"Female","African American","Bachelor's",8.9337744348933,2,0,"None",0,1,0,0,2.51174302060542,"C"
1237,16,"Female","Caucasian","Some College",5.08294560255629,0,0,"High",0,0,1,0,2.9839199495865,"C"
1238,16,"Male","Caucasian","Some College",16.5026975132284,25,1,"Moderate",0,0,1,0,1.25865485443205,"E"
1239,17,"Male","African American","Higher",9.70511208294482,23,1,"Moderate",0,0,0,0,1.41792992737276,"E"
1240,18,"Male","Asian","Some College",10.8681170439653,16,0,"Low",1,0,1,0,1.59701657238177,"E"
1241,16,"Male","Caucasian","Bachelor's",6.09521825594651,2,1,"Moderate",0,1,0,0,3.08869986818596,"B"
1242,17,"Female","Caucasian","Some College",3.63616931333899,13,0,"None",1,1,0,0,1.64134144277871,"E"
1243,18,"Female","Asian","High School",1.71820776405641,2,0,"Moderate",0,1,0,0,2.58687065626343,"C"
1244,15,"Female","African American","None",14.2823828184983,12,1,"Moderate",0,0,0,0,2.38903264521218,"D"
1245,17,"Male","Other","Some College",3.92468563375711,14,0,"Moderate",1,0,0,0,1.89814640028123,"E"
1246,16,"Female","Asian","High School",13.801507083776,17,0,"Very High",0,1,0,0,2.11048797498175,"D"
1247,15,"Female","Other","High School",7.80752892093908,13,0,"Moderate",0,0,0,0,1.70027358940491,"E"
1248,15,"Female","Asian","Some College",8.31549601979303,20,0,"Moderate",1,0,0,0,1.04449999508771,"E"
1249,15,"Male","Caucasian","Some College",9.38354992185543,25,0,"Moderate",0,1,0,0,1.19416613376448,"E"
1250,17,"Female","Caucasian","Some College",7.35417016255086,2,0,"Low",0,0,1,0,2.64913682819655,"C"
1251,16,"Male","Asian","High School",2.0123995444518,18,0,"High",0,1,0,0,1.23414138892773,"E"
1252,15,"Male","African American","High School",6.19263620005692,7,0,"Moderate",1,0,0,0,2.12740886591283,"D"
1253,18,"Male","Caucasian","Some College",13.2746872138788,3,1,"Low",1,0,0,0,2.91388764913813,"C"
1254,15,"Male","Caucasian","Higher",13.3156880293774,3,0,"High",0,0,0,1,3.11939391315038,"B"
1255,15,"Female","Other","Some College",5.72448614479989,18,1,"None",0,0,0,0,1.03637873832573,"E"
1256,17,"Male","African American","Bachelor's",9.20205253115376,10,0,"Very High",1,0,0,1,2.40328454702353,"D"
